1597,2019,1,2,5,2,1589.02
1597,2019,1,2,50,2,289.95
1597,2019,1,3,19,2,4009.86
1597,2019,1,4,47,2,2189.32
1597,2019,1,4,19,1,4925.18
1597,2019,1,5,108,2,4471.82
1597,2019,1,5,11,1,4118.21
1597,2019,1,6,41,1,4888.64
1597,2019,1,6,32,2,2965.36
1597,2019,1,7,119,1,339.59
1597,2019,1,7,51,1,1035.63
1597,2019,1,8,93,1,4619.08
1597,2019,1,8,92,1,46.10
1597,2019,1,9,95,2,2551.22
1597,2019,1,10,30,2,1277.68
1597,2019,1,10,68,1,3748.29
1597,2019,1,11,61,1,3495.49
1597,2019,1,13,3,2,3715.41
1597,2019,1,14,98,2,4184.09
1597,2019,1,14,62,2,2748.41
1597,2019,1,15,25,2,2609.59
1597,2019,1,15,112,2,4253.06
1597,2019,1,16,104,1,1480.86
1597,2019,1,16,67,1,4698.52
1597,2019,1,17,94,1,2623.52
1597,2019,1,17,51,2,2811.07
1597,2019,1,20,31,2,2062.06
1597,2019,1,20,28,1,3407.65
1597,2019,1,21,11,2,1609.70
1597,2019,1,22,110,2,61.60
1597,2019,1,22,79,1,3328.11
1597,2019,1,23,9,2,2674.52
1597,2019,1,23,38,1,2659.22
1597,2019,1,26,3,1,2735.71
1597,2019,1,26,119,1,3076.27
1597,2019,1,27,94,1,351.73
1597,2019,1,27,8,1,1738.47
1597,2019,1,28,57,2,4042.90
1597,2019,1,28,59,1,1283.68
1597,2019,1,29,19,2,2094.50
1597,2019,1,29,110,1,1684.01
1597,2019,1,30,93,2,98.10
1597,2019,1,30,70,2,1688.26
1597,2019,2,1,69,1,2960.73
1597,2019,2,2,61,1,1812.28
1597,2019,2,3,114,1,1118.42
1597,2019,2,3,117,1,1705.49
1597,2019,2,5,9,1,2979.25
1597,2019,2,5,54,2,242.42
1597,2019,2,6,3,1,1322.51
1597,2019,2,6,34,2,4858.00
1597,2019,2,7,80,2,4080.75
1597,2019,2,7,35,2,4840.94
1597,2019,2,9,62,2,85.73
1597,2019,2,9,3,1,2091.76
1597,2019,2,10,45,2,1627.63
1597,2019,2,13,88,1,1797.14
1597,2019,2,13,62,2,4805.83
1597,2019,2,15,46,1,2313.75
1597,2019,2,15,23,2,836.05
1597,2019,2,16,46,1,409.12
1597,2019,2,16,83,2,3184.16
1597,2019,2,17,54,1,451.43
1597,2019,2,17,48,2,2419.12
1597,2019,2,19,48,1,3205.27
1597,2019,2,19,82,2,1633.14
1597,2019,2,20,120,2,2657.65
1597,2019,2,20,114,2,4052.56
1597,2019,2,22,51,2,4787.21
1597,2019,2,25,11,2,4761.55
1597,2019,2,25,37,2,4710.31
1597,2019,2,26,70,1,1953.23
1597,2019,2,26,4,2,677.60
1597,2019,2,27,92,1,2058.03
1597,2019,2,27,38,1,690.73
1597,2019,2,30,77,2,539.18
1597,2019,2,30,89,1,4173.58
1597,2019,3,2,73,1,444.30
1597,2019,3,2,12,1,4124.23
1597,2019,3,3,21,1,4260.71
1597,2019,3,3,103,1,74.09
1597,2019,3,4,30,2,1432.89
